2126,1980,35,31,111,2,0,1980-12-07,R/35/145A,0,0,"PROHIBITION, NUCLEAR TESTING","TO APPROVE A RESOLUTION REAFFIRMING THAT A TREATY TO ACHIEVE THE PROHIBITION OF ALL NUCLEAR-TEST EXPLOSIONS BY ALL STATES FOR ALL TIME IS A MATTER OF THE HIGHEST PRIORITY, AND URGING ALL STATES WHICH HAVE NOT DONE SO TO ADHERE TO THE TREATY BAN",0,1,0,0,0,0,0,35033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,1980,35,16,129,0,0,1980-12-07,R/35/145B,0,0,"PROHIBITION, NUCLEAR TESTING",TO APPROVE A RESOLUTION REITERATING THE GRAVE CONCERN THAT NUCLEAR-WEAPON TESTING CONTINUES UNABATED AGAINST THE EXPRESS WISHES OF THE OVERWHELMING MAJORITY OF MEMBER STATES.,0,1,0,0,0,0,0,35034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,1980,35,13,132,0,0,1980-12-07,R/35/146A,0,0,"SOUTH AFRICA, NUCLEAR WEAPONS","TO APPROVE A RESOLUTION REQUESTING THE SECURITY COUNCIL TO PROHIBIT ALL FORMS OF COOPERATION AND COLLABORATION WITH SOUTH AFRICA IN THE NUCLEAR FIELD, AND DEMANDING THAT SOUTH AFRICA SUBMIT ALL ITS NUCLEAR INSTALLATIONS TO INSPECTION BY THE INT",0,1,1,0,0,0,0,35035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,1980,35,12,133,0,0,1980-12-07,R/35/146B,0,0,"DENUCLEARIZATION, AFRICA",TO APPROVE A RESOLUTION REITERATING THE CALL TO ALL STATES TO CONSIDER AND RESPECT THE CONTINENT OF AFRICA AS A NUCLEAR-WEAPON-FREE ZONE AND THEREFORE CALLING UPON STATES AND OTHER ACTORS TO TERMINATE NUCLEAR COLLABORATION WITH SOUTH AFRICA.,0,1,0,0,0,0,0,35036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,1980,35,44,96,3,0,1980-12-07,R/35/148,0,0,"DENUCLEARIZATION, SOUTH ASIA","TO APPROVE A RESOLUTION ENDORSING, IN PRINCIPLE, THE CONCEPT OF A NUCLEAR-WEAPON-FREE ZONE IN SOUTH ASIA.",0,1,0,0,0,0,0,35037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,1980,35,26,117,0,0,1980-12-07,R/35/149,0,1,WEAPONS OF MASS-DESTRUCTION,TO APPROVE A RESOLUTION REQUESTING THE COMMITTEE ON DISARMAMENT TO CONTINUE NEGOTIATIONS TOWARD THE PREPARATION OF A DRAFT COMPREHENSIVE AGREEMENT ON THE PROHIBITION OF THE DEVELOPMENT AND MANUFACTURE OF NEW TYPES OF WEAPONS OF MASS DESTRUCTION,0,0,1,0,0,1,0,35038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,1980,35,7,118,18,0,1980-12-07,R/35/152B,0,0,"DISARMAMENT, ARMS RACE",TO APPROVE A RESOLUTION CALLING UPON THE COMMITTEE ON DISARMAMENT TO UNDERTAKE CONSULTATIONS TO CONSIDER THE ESTABLISHMENT OF AN AD HOC WORKING GROUP ON THE CESSATION OF THE NUCLEAR-ARMS RACE AND OF NUCLEAR DISARMAMENT.,0,1,1,0,0,0,0,35039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,1980,35,17,124,4,0,1980-12-07,R/35/152C,0,0,"DISARMAMENT, ARMS RACE COMMITTEE","TO APPROVE A RESOLUTION URGING THE COMMITTEE ON DISARMAMENT TO ESTABLISH AN AD HOC WORKING GROUP ON THE ITEM ENTITLED \CESSATION OF THE NUCLEAR ARMS RACE AND NUCLEAR DISARMAMENT.\\""	0	1	1	0	0	0",0,1,1,0,0,0,0,35040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,1980,35,13,112,20,0,1980-12-07,R/35/152D,0,0,NUCLEAR NON-USE,TO APPROVE A RESOLUTION DECLARING THAT THE USE OF NUCLEAR WEAPONS WOULD BE A VIOLATION OF THE CHARTER OF THE UNITED NATIONS AND A CRIME AGAINST HUMANITY AND THEREFORE THE USE OR THREAT OF USE OF NUCLEAR WEAPONS SHOULD BE PROHIBITED.,0,1,1,0,0,0,0,35041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,1980,35,17,103,20,0,1980-12-07,R/35/152G,0,0,ARMAMENT LIMITATIONS,"TO APPROVE A RESOLUTION CALLING UPON THE STATES PERMANENT MEMBERS OF THE SECURITY COUNCIL AND THE COUNTRIES WHICH HAVE MILITARY AGREEMENTS WITH THEM TO RESOLVE NOT TO INCREASE THEIR ARMED FORCES AND CONVENTIONAL ARMAMENTS, EFFECTIVE FROM AN AGR",0,0,0,0,0,0,0,35042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,1980,35,16,129,0,0,1980-12-07,R/35/152I,0,0,WORLD DISARMAMENT CAMPAIGN,TO APPROVE A RESOLUTION REQUESTING THE SECRETARY-GENERAL TO CARRY OUT A STUDY ON THE ORGANIZATION AND FINANCING OF A WORLD DISARMAMENT CAMPAIGN UNDER THE AUSPICES OF THE UNITED NATIONS.,0,0,1,0,0,0,0,35043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,1980,35,13,132,0,0,1980-12-07,R/35/152J,0,1,"DISARMAMENT, NEGOTIATIONS",TO APPROVE A RESOLUTION INVITING THE MEMBERS OF THE COMMITTEE ON DISARMAMENT INVOLVED IN SEPARATE NEGOTIATIONS ON QUESTIONS OF DISARMAMENT TO INTENSIFY THEIR EFFORTS TO ACHIEVE A POSITIVE CONCLUSION TO THOSE NEGOTIATIONS AND TO SUBMIT THE RESUL,0,0,1,0,0,0,0,35044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,1980,35,31,110,2,0,1980-12-07,R/35/154,0,0,NUCLEAR NON-USE,"TO APPROVE A RESOLUTION CALLING UPON ALL NUCLEAR-WEAPON STATES TO MAKE SOLEMN DECLARATIONS, IDENTICAL IN SUBSTANCE, CONCERNING THE NON-USE OF NUCLEAR WEAPONS AGAINST NON-NUCLEAR STATES HAVING NO SUCH WEAPONS ON THEIR TERRITORIES.",0,1,1,0,1,0,0,35045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,1980,35,24,121,0,0,1980-12-07,R/35/155,0,0,NUCLEAR NON-USE,TO APPROVE A RESOLUTION REAFFIRMING THE URGENT NEED TO REACH AGREEMENT ON EFFECTIVE INTERNATIONAL ARRANGEMENTS TO ASSURE NON-NUCLEAR-WEAPON STATES AGAINST THE USE OR THREAT OF USE OF NUCLEAR WEAPONS.,0,1,1,0,0,0,0,35046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,1980,35,27,101,14,0,1980-12-07,R/35/156A,0,0,"DISARMAMENT, ARMS RACE",TO APPROVE A RESOLUTION APPROVING THE CARRYING OUT OF A STUDY ON ALL ASPECTS OF THE CONVENTIONAL ARMS RACE AND ON DISARMAMENT RELATING TO CONVENTIONAL WEAPONS AND ARMED FORCES.,0,0,1,0,0,0,0,35047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,1980,35,27,95,19,0,1980-12-07,R/35/156C,0,0,NUCLEAR DEPLOYMENT,TO APPROVE A RESOLUTION REQUESTING THE COMMITTEE ON DISARMAMENT TO PROCEED WITHOUT DELAY TO TALKS ELABORATING AN INTERNATIONAL AGREEMENT ON THE NON-STATIONING OF NUCLEAR WEAPONS ON THE TERRITORIES OF STATES WHERE THERE ARE NO SUCH WEAPONS AT PR,0,1,1,0,1,0,0,35048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,1980,35,19,126,0,0,1980-12-07,R/35/156F,0,0,"ARMS RACE, DANGERS","TO APPROVE A RESOLUTION WHICH, CONSIDERING THE REPORT OF THE DISARMAMENT COMMITTEE WHICH RECOMMENDED THAT INFORMATION ORGANS OF THE UNITED NATIONS AND MEMBER STATES SHOULD UNDERTAKE FURTHER PROGRAMS OF INFORMATION RELATING TO THE DANGERS OF THE",0,0,1,0,0,0,0,35049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,1980,35,9,124,11,0,1980-12-07,R/35/156H,0,0,FISSIONABLE MATERIAL,TO APPROVE A RESOLUTION REQUESTING THE COMMITTEE ON DISARMAMENT TO PURSUE ITS CONSIDERATION OF THE QUESTION OF ADEQUATELY VERIFIED CESSATION OF THE PRODUCTION OF FISSIONABLE MATERIAL FOR THE PRODUCTION OF NUCLEAR WEAPONS.,0,1,1,0,0,0,0,35050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,1980,35,10,135,0,0,1980-12-07,R/35/156I,0,0,"DISARMAMENT, COMMITTEE","TO APPROVE A RESOLUTION REAFFIRMING THAT STATES NOT MEMBERS OF THE COMMITTEE ON DIASARMAMENT SHOULD BE INVITED, UPON THEIR REQUEST, TO PARTICIPATE IN THE WORK OF THE COMMITTEE.",0,0,1,0,0,0,0,35051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,1980,35,38,99,6,0,1980-12-07,R/35/157,0,0,"ISRAEL, ARMAMENT","TO APPROVE A RESOLUTION DECIDING TO INCLUDE IN THE PROVISIONAL AGENDA OF THE THIRTY-SIXTH SESSION AN ITEM ENTITLED \ISRAELI NUCLEAR ARMAMENT.\\""	1	1	0	0	0	0",1,1,0,0,0,0,0,35052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,1980,35,24,120,0,0,1980-12-07,R/35/158,0,0,"INTERFERENCE, INTERNAL AFFAIRS",TO APPROVE A RESOLUTION AGAIN INVITING ALL STATES TO REJECT ANY SUPPORT FOR OR ENCOURAGEMENT OF ANY FORM OF INTERVENTION OR INTERFERENCE IN THE INTERNAL OR EXTERNAL AFFAIRS OF STATES FOR ANY REASON WHATSOEVER AND TO REFUSE RECOGNITION OF SITUAT,0,0,0,0,0,0,0,35053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,1980,35,1,120,0,0,1980-11-01,R/35/13A,0,0,"PALESTINE, RELIEF",TO APPROVE A RESOLUTION CALLING UPON ALL GOVERNMENTS AS A MATTER OF URGENCY TO MAKE THE MOST GENEROUS EFFORTS POSSIBLE TO MEET THE ANTICIPATED NEEDS OF THE UNITED NATIONS RELIEF AND WORKS AGENCY FOR PALESTINE REFUGEES IN THE NEAR EAST.,1,0,0,0,0,0,0,35054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,1980,35,1,118,1,0,1980-11-01,R/35/13B,0,0,"PALESTINE, SCHOLARSHIPS AND GRANTS","TO APPROVE A RESOLUTION STRONGLY APPEALING TO ALL STATES, SPECILIZED AGENCIES AND NON-GOVERNMENTAL ORGANIZATIONS TO AUGMENT THE SPECIAL ALLOCATION FOR SCHOLARSHIPS AND GRANTS TO PALESTINE REFUGEES.",1,0,0,0,0,0,0,35055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,1980,35,16,103,3,0,1980-11-01,R/35/13E,0,0,"ISRAEL, OCCUPIED TERRITORIES","TO APPROVE A RESOLUTION REAFFIRMING THE INALIENABLE RIGHTS OF ALL DISPLACED INHABITANTS TO RETURN TO THEIR HOMES IN THE TERRITORIES OCCUPIED BY ISRAEL SINCE 1967, AND DEPLORING THE CONTINUED REFUSAL BY ISRAEL TO TAKE STEPS FOR THE RETURN OF DIS",1,0,0,1,1,0,0,35056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,1980,35,3,119,1,0,1980-11-01,R/35/13F,0,0,"GAZA STRIP, REFUGEES",TO APPROVE A RESOLUTION CALLING ONCE MORE UPON ISRAEL TO DESIST FROM REMOVAL AND RESETTLEMENT OF PALESTINE REFUGEES IN THE GAZA STRIP AND FROM DESTRUCTION OF THEIR SHELTERS.,1,0,0,0,0,0,0,35057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,1980,35,1,141,1,0,1980-12-06,R/35/122A,0,0,"ISRAEL, GENEVA CONVENTION",TO APPROVE A RESOLUTION STRONGLY DEPLORING ISRAEL'S FAILURE TO ACKNOWLEDGE THE APPLICABILITY OF THE GENEVA CONVENTION RELATIVE TO THE PROTECTION OF CIVILIAN PERSONS IN TIME OF WAR TO THE PALESTINIAN AND OTHER ARAB TERRITORIES OCCUPIED BY ISRAEL,1,0,0,0,1,0,0,35058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,1980,35,3,140,1,0,1980-12-06,R/35/122B,0,0,"PALESTINE, CHANGES IN STATUS","TO APPROVE A RESOLUTION DETERMINING THAT MEASURES AND ACTIONS TAKEN BY THE GOVERNMENT OF ISRAEL DESIGNED TO CHANGE THE LEGAL STATUS, GEOGRAPHIC NATURE AND DEMOGRAPHIC COMPOSITION IN THE PALESTINIAN AND OTHER ARAB TERRITORIES OCCUPIED SINCE 1967",1,0,0,0,1,0,1,35059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,1980,35,23,118,2,0,1980-12-06,R/35/122C,0,0,"HUMAN RIGHTS, OCCUPIED TERRITORIES",TO APPROVE A RESOLUTION DEPLORING THE CONTINUED REFUSAL BY ISRAEL TO ALLOW THE SPECIAL COMMITTEE TO INVESTIGATE ISRAELI PRACTICES AFFECTING THE HUMAN RIGHTS OF THE POPULATION OF THE OCCUPIED TERRITORIES ACCESS TO THE OCCUPIED TERRITORIES.,1,0,0,1,1,0,0,35060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,1980,35,3,140,1,0,1980-12-06,R/35/122D,0,0,"HEBRON, SHARIA JUDGE",TO APPROVE A RESOLUTION CALLING UPON THE GOVERNMENT OF ISRAEL TO RESCIND THE ILLEGAL MEASURES TAKEN IN EXPELLING AND IMPRISONING THE MAYORS OF HEBRON AND HALHUL AND IN EXPELLING THE SHARIA JUDGE OF HEBRON.,1,0,0,0,0,0,1,35061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,1980,35,22,120,2,0,1980-12-06,R/35/122E,0,0,"ISRAEL, GOLAN HEIGHTS","TO APPROVE A RESOLUTION DETERMING THAT ALL LEGISLATIVE AND ADMINISTRATIVE MEASURES AND ACTIONS WHICH MIGHT BE TAKEN BY ISRAEL THAT PURPORT TO ALTER THE CHARACTER AND STATUS OF THE SYRIAN ARAB GOLAN HEIGHTS ARE NULL AND VOID, CONSTITUTE A FLAGRA",1,0,0,0,0,0,0,35062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,1980,35,25,117,2,0,1980-12-06,R/35/122F,0,0,"ISRAEL, GENEVA CONVENTION",TO APPROVE A RESOLUTION DEMANDING THAT ISRAEL COMPLY WITH THE PROVISIONS OF THE FOURTH GENEVA CONVENTION RELATIVE TO THE PROTECTION OF CIVILIAN PERSONS IN TIME OF WAR AND RESCIND ALL ACTIONS AND MEASURES AGAINST ALL EDUCATIONAL INSTITUTIONS.,1,0,0,0,0,0,0,35063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,1980,35,39,81,13,0,1980-12-06,R/35/123,0,0,"MADAGASCAR, DISPUTED ISLANDS","TO APPROVE A RESOLUTION INVITING THE GOVERNEMNT OF FRANCE TO INITIATE NEGOTIATIONS WITH THE GOVERNMENT OF MADAGASCAR WITH OF VIEW OF SETTLING THE QUESTION OF THE MALAGASY ISLANDS OF GLORIEUSES, JUAN DE NOVA, EUROPA AND BASSAS DA INDIA.",0,0,0,0,0,0,0,35064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,1980,35,14,105,16,0,1980-12-06,R/35/124,0,0,RACIST REGIMES,"TO APPROVE A RESOLUTION STRONGLY CONDEMNING ALL POLICIES AND PRACTICES OF OPPRESSIVE AND RACIST REGIMES AS WELL AS AGGRESSION, ALIEN DOMINATION, AND FOREIGN OCCUPATION, WHICH ARE PRIMARILY RESPONSIBLE FOR THE MASSIVE FLOWS OF REFUGEES THROUGHOU",0,0,0,0,0,0,0,35065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
